Title,Rating,Review,Release Year,Review Date,Id,imdbID
Triangle of Sadness,4.8,"Pretty Bad Direction (There is just a lot of awkwardness as the whole movie seems like a mess with many pauses rather than a cohesive form of storytelling; also, he did not get the most out of his actors as it just feels like they do not work well off of each other),  Acting (Decent to Pretty Good from Harris Dickinson (Shows some range, but it's pretty limited), Decent from Charlbi Dean (Holds her own well but is not really given that much to work with), Pretty Good to Good from Dolly de Leon (The best performance of the movie (which is not saying much) as she commands her own nicely and steals the show in the final arc of the movie, though she does so some inexperience and hiccups), Pretty Good from Woody Harrelson (Really just pulls from experience and not direction as it just feels like he was on set for a couple of days and was uninterested in the project), Pretty Bad to Bad from the rest of the cast (just a lot of inexperience and choppiness)), Pretty Bad to Bad Story (The story construction is three different arcs, but the first two arcs are really poorly constructed and more about shock rather than actually moving the story forward (though the final third act was pretty good and had some redeeming factor to it); also, a lot of the plot points were really disgusting and unnecessary to tell the story), Bad Screenplay (It felt like English was the writer’s fourth language as none of the dialogue felt natural or flowed between actors; the symbolism is so overt that its very pretentious in what they are trying to show; the foreshadowing is surprisingly more subtle but there are predictable elements to the plot; The jokes were not that funny as it relies way too much on shock/grotesque humor than anything of substance (though the jokes in the final arc had some good moments), Decent Score/Decent Soundtrack, Pretty Good Cinematography (Feels very Kubrick-esque), Decent Sound, Pretty Good Editing (Helps give that Kubrick feel mentioned earlier), Decent Visual Effects, Decent Production Design, Plot Structure was the worst part of the movie as the first two parts of the movie are so hard to watch for how boring and grotesque it is; but the final arc of the movie is actually pretty good but my perception of the movie is already made at this point that it is too late to save (20-30 minutes of the runtime of the second part could’ve been cut to make the movie a lot better and help put more emphasis on the message of the movie by giving the third part porporationally more time), Pacing was on the slower side for the third two thirds of the movie but picks up to a good pace in the final part, Climax was decently captivating (but the movie is just so exhausting that its hard to follow by the time we reach it), Tone follows the black comedy script pretty closely as the director really sets the tone throughout the movie with the dialogue and comedy (which kinda is one of the main issues of the movie as it is way too overt), The movie is unnecessarily grotesque as a lot of the scenes are hard to watch and do not really provide anything to the movie (rather than just give shock humor). Overall, a movie that falters from poor plot construction and reliance on shock humor as the final third of the movie is too late to save the mess that was developed throughout the film, which really hurts its overt message it is trying to portray.",2022,03/09/2023,324,tt7322224
Self Reliance,7.6,"Pretty Good Direction (For a directorial debut, Johnson does a fine job at moving the story forward and building suspense while still incorporating comedic elements throughout the movie to keep the audience engaged, there are some rookie mistakes throughout the movie but these do no overshadow the positives he brings to the table), Decent to Pretty Good Acting (Pretty Good from Jake Johnson (Handles the comedic and paranoia elements of the story very well as he holds his own being the lead, but he really hits a limit when it comes to the more dramatic parts of the movie), Decent to Pretty Good from Anna Kendrick (Plays a character she has been accustomed to portraying for the past decade as she holds her own well with what she is given), Decent to Pretty Good from the rest of the cast (Help play off each other to both build humor and paranoia in the main character)), Pretty Good Story (The mix off Hunger Games esque competition with a comedic background was a fresh flavor to see as the overarching plot is laid out pretty well due to it following the 30 day countdown for the competition; the more romantic parts of the movie did really draw back from the story overall as it was a bit predictable and formulaic), Decent Screenplay (Dialogue was pretty simplistic as it kinda got to a point where it was easy to predict what he was going to say, but the jokes definitely hit more than they did not (with it being very Jake Johnson in its comedic style); the symbolism was a bit too overt as they borderline told the audience what the symbols and meaning of the movie was during it (like the loneliness aspect); the movie was pretty predictable so the foreshadowing was a bit overt), Decent Score (Helped with building the scenes and adding suspense), Pretty Good Cinematography (especially for a lower budget movie like this as it aided in building the suspense and action scenes), Pretty Good Sound, Pretty Good Editing, Plot Structure was pretty standard as it followed the typical action-comedy template where all the elements are overtly laid out and it is obvious which part of the story arc the movie is in, Pacing was good (The movie uses its short runtime decently well but it would have been nice to see 10-15 minutes more for the final days of the competition to show the main character's downfall a bit more and the relationships he is losing), Climax was pretty standard and kinda boring cause of how predictable it was (the final scene being very 2010s esque in its execution), Tone was very similar to movies of the early 2010s in the comedic and dramatic sense but the mix of horror and suspenseful elements was a nice touch, Saw World Premiere at SXSW. Overall, a fun watch that blends comedy and thriller elements very well as the movie is a pretty funny and captivating directorial debut from for Jake Johnson, though it very predictable in its plot and pretty safe overall as it falls too much into the 2010s comedy tropes.",2023,03/19/2023,324,tt26084002
"You Sing Loud, I Sing Louder",5.8,"Pretty Bad to Decent Direction (For a directorial debut on a low budget film, she makes the most out what she can as she gets a good amount from the lead two actors from a pretty minimal story; though she is a victim of her own circumstances as the low budget caps at how much she can actually get the most out of the extras and shooting the scenes; the more artsy parts of the movie were really hit or miss as some of the nature aspects were visually pleasing but the more drug induced scenes were just like a fever dream), Pretty Bad to Decent Acting (Pretty Good from Clara McGregor (Plays the role pretty well with only some minor hiccups as she plays off her father while still showing her own demons; there are a lot of awkward pauses in the performance but I think they may be more from the direction than the acting), Pretty Good to Good from Ewan McGregor (Really pulls from experience for this performance as it seems like he is transcending all the actors around him, though he does work well with his daughter), Bad from the rest of the cast (Just a lot of inexperience and poor direction)), Pretty Bad to Decent Story (The concept of the story is pretty good as the road trip aspects mixed with the addiction parts really help portray the message of the story; but the more micro elements that help progress the story forward were pretty bad as a lot of them felt unnecessary and did not really add too much to overall story/message), Pretty Bad Screenplay (The dialogue was very amateur and pretty bland overall; there were a good amount of overt symbols but there were some subtle symbols I did appreciate; the foreshadowing of the movie is pretty good), Decent to Pretty Good Score (Helped give the movie a more artsy feel), Pretty Bad Cinematography (Very hit or miss as some of the more shaky amateur shots made the movie incredible nauseating and hard to watch, but the more artsy shots did have some merit to them), Decent Sound, Pretty Bad to Decent Editing (Felt very amateurish as the movie trades in being more artsy than actually having a tighter edited movie), Plot Structure was pretty prevalent as the different elements were laid out to show their importance to the story, Pacing was a really slow as it went more for a artsy/indie feel than a more stereotypical hollywood movie (a stylistic choice I cannot really complain about); Runtime could have been cut 10-20 minutes to make the movie seem a bit more tighter and fast paced, Climax was a bit of a mess as it feels like there is more effort in trying to piece what we are watching rather than viewing what is actually going on for the subjects, Tone was very art-house as the different edited shots with the score really helped in giving this vibe, Saw World Premiere at SXSW. Overall, a movie that suffers from having too low of a budget as the performances by the leads cannot save this artsy/indie film as it is held back by poor acting from the rest of the cast, bland writing (though not all of it is bad), and poorly executed sequences (whether it be scenes with a lot of dead air or the climax itself).",2023,03/19/2023,325,tt15678810
BlackBerry,8.8,"Very Good Direction (Really moves the story forward in a unique style as he blends the humor in the more lighter segments and the drama in the more intense segments; Gets the most out of the cast and uses different elements like cinematography and editing to help tell the story and build the tone; really helped embody the engineering culture and the clash between tech and business well throughout the movie), Good Acting (Very Good from Glenn Howerton (Really pulls a lot from the psychopathic elements of Dennis in It's Always Sunny as he is a real commanding force in all the scenes he is in as he portrays a real social climber that is really does not know what he is doing), Good from Jay Baruchel (Shows a real transformation of the character throughout the movie as he transitions from a more social awkward tech-background engineer to a more heartless executive who lost the passion he originally had when going into the business), Pretty Good to Good from Matt Johnson (The real comedic relief of the movie as he breaks a lot of the tension in the scenes he is in), Pretty Good to Good from the rest of the cast (Really embodied their respective roles very well (especially the ones portraying the engineers))), Great Story (Story was laid out very well as it was entertaining to see where the company was going and how far the different character's journeys are taking them; It is uncertain how close this movie was the original source material but as a biopic I think it does a good job in capturing the essence of the rise and fall of Blackberry), Great Screenplay (The dialogue was well written/flowed nicely and jokes were really funny; the symbolism was pretty prevalent throughout the movie (which is pretty unique given the movie is a biopic); the foreshadowing of the downfall of the company is actually well done (though kinda overt towards the end) as it is down through the characters and how they are changing rather than any story elements/symbols), Good to Very Good Score (Really added to the tech feel of the movie), Very Good Cinematography (Though it is a bit amateurish, the guerilla style, shooting shots from different rooms, and the zoom ins really helped add to the scrappy tech start up feel of the movie as well as give comedic relief at times), Sound (), Very Good Editing (Helps give the scrappy feel of the movie and brings it all together), Plot Structure was good for the most part as it does a good job in following the rise and fall of the company (though I would have liked to have seen more time given to the fall as it seems a bit rushed), Pacing was good for the most part as it keeps a pretty steady pace until the end where it seems a bit rushed (I would have liked to have seen 10 minutes from the rise be given to the fall of Blackberry (but keep the same runtime)), Climax was executed very nicely as it really shows how far gone a lot of these characters are as the pressures of a failing company really get to them, Tone was a blend of comedy/tech/drama as it uses all of these different elements to present an entertaining movie, Saw US Premiere at SXSW (One of my favorite movies from SXSW); really captures the tech culture/workplace very well. Overall, an extremely entertaining movie that blends multiple genres to create an engaging biopic that tell the story of a famous company where not that much is known about them, with all the cinematic elements of the film coming together to drive the story forward.",2023,03/19/2023,326,tt21867434
Tetris,8.4,"Good Direction (Really helps set the tone and of the movie through a more lighthearted approach to storytelling; he gets a good amount out of his actors; the movie does feel very safe and nothing extraordinary in terms of its direction), Pretty Good Acting (Very Good from Taron Egerton (Does a good job in commanding the lead in the movie and showing a range of emotion throughout, the source material really limits him from going above and beyond like his other roles though), Pretty Good from Toby Jones, Pretty Good to Good from Nikita Yefremov (A bit more of a reserved performance so there is not too much to work from (not entirely his fault as that was how the character was written), but he does do a good job playing off of Egerton throughout the movie), Pretty Good from the rest of the cast), Very Good Story (The overall story is well laid out, though it is a bit overt in its storytelling, and the story elements build off of each other to create suspense for the climax), Pretty Good to Good Screenplay (A bit simplistic in the dialogue but flows well throughout; not too much symbolism because its a biopic; the humor throughout the movie was decent and helped make the film pretty lighthearted; no real foreshadowing), Good to Very Good Score (Really enjoyed how they interpolated the Tetris theme into it and used the score throughout to build suspense), Good to Very Good Cinematography (Helps with placing emphasis on different subjects and was overall very professional throughout), Good Sound (Enjoyed how it replaced sounds with 8-bit sounds to make the movie feel more like a video game from the 80s), Decent Editing (Really helped give that video game feel to the movie; the transitions between countries felt a bit amateurish though; There were also these weird freezes throughout the movie (do not know if this was intentional or if it was just from it being a world premiere and the is not fully polished yet)), Very Good Visual Effects (Gave the movie a more 80s, NES feel when it was used in conjunction with scenes; the 8-bit animations replacing shots were pretty good but felt a bit amateur (though overall I did enjoy them)), Plot Structure was pretty standard as it followed the standard arc (with the all parts of the plot being evident), Pacing was pretty steady with no major issues (no need to add or cut anything), Climax was executed well as it was a fun rush filled with action in a movie that does not have any (though it helps suspend the disbelief if this actually happened in real life), Tone was very tech as well as 80s and I felt the movie did a really good job at establishing tone; the movie did a really good job at making it a programming/CS movie as they spoke about concepts very well throughout the movie, Watched World Premiere at SXSW. Overall, a very entertaining movie that is a well constructed fun watch to see how Tetris escaped the Soviet Union as the tone coupled with performances help bring the audience on a fun ride, though the movie is a bit too safe in its writing and storytelling.",2023,03/19/2023,327,tt12758060
Evil Dead Rise,5.3,"Pretty Bad to Decent Direction (While the actual horror elements were well directed and executed, the build-up to the suspense and the more dramatic moments were Bad (suffering from the same issue many modern horror movies have); also, does not really get the most out of his actors (except for Sutherland)), Decent Acting (Decent to Pretty Good from Lily Sullivan (Really came to shine in the more horror moments of the film but really did not hit the mark in the exposition and the more dramatic scenes of the movie; as the lead, she was able to hold her own in the moments that mattered most (horror parts)), Pretty Good to Good from Alyssa Sutherland (Gave a very chilling performance that was a standout in this movie, showed the most range out of any actor and really brought more fear into the character), Decent from the rest of the cast (Faltered a bit in the more dramatic parts (typical of other horror movies), but though the horror acting was good; The child actors were actually decent overall with no major faults)), Bad Story (The biggest issue of the movie because it feels like there really is no plot, the conflict is barely introduced as the film cares more about carnage than actually have any semblance of a story), Bad Screenplay (The dialogue really reeks of poor horror dialogue as it feels corny at points; the symbolism is very shallow (and the symbols they do introduce are not really explained that well when they should considering they are causing the conflict); foreshadowing was pretty standard to other horror movies (not a major issue)), Pretty Good Score (Used well in conjunction to sound to help build suspense and illicit fear), Pretty Good Cinematography (Really enjoyed the fisheye lens during the door peephole scenes as it provided emphasis into the horror elements of the shot), Pretty Good Sound (Pretty standard in how it was used to illicit fear), Decent Editing, Good Visual Effects (Used well throughout to help show the carnage of the scenes), Pretty Good Makeup (Helped with showing the carnage and the gore of the scenes), Plot Structure was a mess as the short runtime really did not help establish a conflict; the exposition and resolutions introduce the conflict but in a very mysterious way; the rising action is incredibly short which means the conflict is barely established; the movie really cared more about the conflict as a vessel to show the carnage rather than establishing a good conflict to illicit something truly scary, Pacing was good throughout throughout the movie as it was steady (considering it did not really care about plot development); there should have been 30 minutes added to the movie to actual show what the supernatural evil was and why the conflict matters, Climax was executed very well as the carnage and horror scenes definitely were scary and kept the audience on their seats (considering it did not really care about the plot in general), Tone was very typical of splatter films and horror movies of the 2010s, The movie as a vessel of gore and splatter horror is very good as it definitely is a scary movie with well executed horror sequences; the main issue is that as a movie is is not good at all because it does not establish any plot whatsoever and throws the audience into this mess without giving them an explanation of why they should care for this. Overall, a movie that has very well executed horror sequences, but overall feels like it panders more into the splatter genre than actually making a movie as it cares too much about being gory and providing scary moments than having a well structured horror plot because of how bad the writing and plot construction is (with the biggest issue being how the conflict is handled throughout the movie).",2023,03/19/2023,328,tt13345606
Joy Ride,6.2,"Decent Direction (Moves the story in a pretty standard comedic fashion (definitely has the blueprint of more modern Seth Rogen comedies); does get a decent amount of the actors throughout the movie but some of the sequences just felt very similar to other raunchy comedies that nothing feels very new), Pretty Good Acting (Pretty Good from Ashley Park (As the lead of the movie she does a good job in commanding the scenes she is in and playing the character written for her, she shows some range and is able to be comedic and show emotion when needed), Decent to Pretty Good from Sherry Cola (Does her role well as the comedic relief character but her character is only really given so much range to work with; plus her comedy style kinda gets annoying as the movie goes on (though this might just be her character playing too much into her trope)), Pretty Good from Stephanie Hsu (Has the most range out of anymore in the cast as she is able to play a two sided character very well), Decent to Pretty Good from Sabrina Wu (Plays the deadpan character well and gives the most they can despite their character being written with very little emotion), Decent to Pretty Good from the rest of the cast (No real major flaws in the supporting cast and minor roles)), Decent to Pretty Good Story (The overarching story follows a very similar template that Seth Rogen has created for his 2010s comedies as it is pretty obvious which part of the story we are in and what will happen next (making the movie a bit predictable); though the Asian elements of the story (whether it be her exploring Asian or the characters exploring their asian identity) were a nice fresh touch to the Hollywood comedy as they really did justice to a group that is slowly rising into the mainstream entertainment eye), Screenplay (The dialogue overall was pretty standard for comedies of the 2010s; the jokes were very hit or miss because I really enjoyed the Asian specific comedy cause of how relatable it was (at least the jokes that had some overlap with Indian culture) but felt the raunchy/sex comedy was really Amy Schumer esque (so not for me) and there was an over reliance on using Swear words to illicit comedy; symbolism kinda shallow (which is given cause of the formula it follows)), Decent Score/Decent to Pretty Good Soundtrack (Really used it as an outlet to show Asian pop music rather than have it weave well into the movie (not an issue though)), Decent Cinematography, Decent Sound (Pretty Cartoony similar to how other comedies post 2000 use sound effects), Decent to Pretty Good Editing, Pretty Bad Visual Effects (It is pretty obvious when they added visual effects as it looks a bit tacky and unrealistic), Plot Structure was very formulaic to 2010s comedies as it was obvious what part of the movie we were in (follows the Seth Rogen template), Pacing was stead throughout (no need to add or cut screen time), Climax was pretty typical of the genre and was pretty predictable overall (which made it not that enjoyable), Tone was very Seth Rogen Comedy/2010s Comedy and it kinda really detracted from this movie being good as it did not feel like it was being innovative, A movie not really made for me so the faults I have with the movie on a content basis are more about me not being the intended audience (I could see how an Asian American female would really enjoy this movie. Overall, a movie that was a decent watch as it follows the standard Seth Rogen/2010s comedy template to bring East Asian female representation to the comedic world, but is ultimately not really made for me as the film is a hit or miss on jokes given I have kinda outgrown the raunchy comedy style and a lot of the jokes were geared towards East Asians (so I could see how the East Asian female demographic would really enjoy this movie).",2023,03/19/2023,329,tt15268244
Theater Camp,9.0,"Great Direction (Really told the story well through this mockumentary lens as we get to see a guerrilla style approach to how the theater camp is a mess; uses transitions very well instead of narration to help provide non-sequitur moments to move the plot forward (especially in a comedic way); really gets a lot out of the actors (especially the child actors) as they are allowed to play through improv to build comedy), Very Good Acting (Good to Very Good from Molly Gordon (Really plays off of Platt's character well as she plays the out of touch with reality character very well), Very Good from Ben Platt (The real force that other characters play off of as he uses his theater experience well to show someone who is trapped in a world they do not want to leave), Good from Noah Galvin (Plays the steady role very well throughout the movie but really comes out towards the end), Very Good from Jimmy Tatro (Has basically perfected this role from all the similar roles he has been in as he effortlessly plays this douchey, finance bro), Good to Very Good from the rest of the cast (Especially the child actors as they do a great job in using improv to help build scenes and create humor)), Great Story (The mockumentary structure really helps in keeping the story interesting as it allows this satire to make fun of what actually goes on at a theater camp; also the plot is laid out very well as it uses the transition slides to move the story forward while also adding humor), Great Screenplay (Considering the movie was mostly improv it is very impressive what they got off as it incredibly funny and captivating what is going on in the scenes; the symbols and messages throughout the movie are pretty prevalent), Pretty Good Score, Very Good Cinematography (The handheld style really gives the movie a documentary feel as if we are right next to the subjects of the movie), Decent Sound, Good Editing, Plot Structure was laid out very well as it was very evident which part of the plot we were as the movie follows a countdown to the performance at the end, Pacing was a good pace (no need to add or cut runtime), Climax was the best part of the movie as it was them putting on the play after everything in the movie was culminating to this moment; this part also had some of the funniest bits of the entire film, Tone was very satirical in nature as it never tried to take itself too seriously by keeping things light-hearted (there was some flavors of Will Ferrell in the tone as well), Saw the Texas Premiere at SXSW (The best movie of the festival in my eyes). Overall, an extremely funny movie that is well made as this mockumentary looks into the eyes of a typical theater camp through the use of improv, hand-held cinematography, and funny writing to make this movie very captivating and a great watch overall (my favorite film of SXSW).",2023,03/19/2023,330,tt21232992
Creed III,7.1,"Decent to Pretty Good Direction (For his directorial debut, Jordan does a decent to pretty good job at moving the story together while also providing a unique feel/style to the franchise; he gets a decent amount from his actors (but it is still pretty evident that there are some limitations from this rookie effort)), Decent to Pretty Good Acting (Pretty Good from Michael B. Jordan (Really expanded his range this time as he can hang longer during some of the more emotional/dramatic scenes, but there is still some limitations in his performance that are obvious as he is still playing the Michel B. Jordan character), Pretty Good from Tessa Thompson (Continued where she left off in the series, but is not really given that much to work with this time around as it is more someone comforting Creed rather than exploring her own issues), Decent to Pretty Good from Jonathan Majors (Did fine to hold his own, but his character was not written in a way that gives him enough to play (it is a very closed off character)), Good from Phylicia Rashad, Decent from the rest of the cast), Decent to Pretty Good Story (The story elements are pretty simplistic and basically all that was shown from the trailer (thus making it very predictable); the story really stems away from the Rocky legacy as his story line is basically extinct in this film; though there are issues, the story itself is fine and is told well as there were some elements that were handled well (particularly the parts not about boxing (like the issues with family) as that in itself makes it very similar to the first movie)), Decent to Pretty Good Screenplay (The writing was very over-the-top like Creed II as it is all about fighting the system and trying to get out; the symbolism is decently prevalent as it is about allusions to the past (creating a lot of parallelism throughout the film); the major issue I had with the writing (though a very biased take) is how they barely mention Rocky as he is alluded to twice and his name is only mentioned once), Pretty Good Score (Not really used super well throughout the movie but was used well in the moments it was really needed in (especially when they used old themes from both the franchises)), Good to Very Good Cinematography (I actually really enjoyed this as it helped provide the hype of the movie and helped give that Anime feel that Jordan was looking for), Very Good Sound (Surprisingly the aspect of the movie that really stood out as I felt they really helped make the punches feel very crisp and actually helped a lot with building the boxing scenes), Good to Very Good Editing (Helped provide that Anime style that Jordan was going for and overall was a pretty well edited movie), Pretty Bad to Decent Visual Effects (While the effects themself were not that bad (I actually enjoyed them in giving that anime feel) I felt like the movie relies a bit too much on it during the fighting scenes (which takes away at what the real feel and nature Rocky traditionally was)), Decent Costumes (The trunks were decently designed but none of them felt really iconic like the other Rocky trunks), Plot Structure was a real issue with this movie as it was way too short (15 minutes shorter than the other Creeds) and this led to a very poorly structured plot; the main issue of the movie is that it takes way too much time in trying to introduce the conflict that the actual fighting of the conflict and the scenes people really care about the most from a Rocky/Creed movie are starting to only happen with 30 minutes left; moreover, the movie does not really do a good job in building the setbacks in Adonis' fighting journey as they are only mentioned rather than worked on; Runtime should have been 20 minutes longer to really help build the rise in the conflict as there were no real issue with the scenes in the movie, more of the lack of, Pacing was good for the most part but it did feel like the last 30 minutes were rushing (something that the 20 minutes of runtime added could have helped), Climax was executed decently well as it is the same fighting climax every other Rocky movie has (it was a bit unique in the story-telling and fighting style), Tone was very similar to the other Creed movies but did not have any of the Rocky charm those movies had; the Anime influences of the movie were also pretty prevalent and were somewhat unique, The franchise is no longer a Rocky franchise so it is really hard to treat this movie as a Rocky movie (even though it is kinda being billed as one) as this movie really cannot get my Rocky bias. Overall, a decent to pretty good watch in this part of the Rocky/Creed franchise as we get to see some unique features in new storytelling and fighting scenes, but the movie does have its issues as it is way shorter than it should've been given the plot really does not build the rising action at all and there is no real tribute/allusions to Rocky himself (which makes it hard for me to really compare this movie to others in the franchise given my bias towards the original movies).",2023,03/21/2023,331,tt11145118
Air,8.3,"Good Direction (Helps build to the tone of the movie very nicely and does a good job in getting the most from his actors; progresses the story forward in a very safe way (which mimics the 80s in itself); really pulls more from experience to finish the project than try anything groundbreaking), Pretty Good to Good Acting (Good from Matt Damon (Plays his character very well and uses more experience than research into the character (kinda a similar performance in Ford v. Ferrari)), Good from Ben Affleck (Similar to Matt Damon's performance as it felt he was more pulling from experience than research into the character), Pretty Good to Good from Jason Bateman (Started off a bit rocky but got his footing as the movie went on and got more screen time), Good from Marlon Wayans (Surprisingly my favorite performance of the movie as he acts the most natural and in tune with what is needed from him (it is just a shame he is only in the movie for one scene)), Pretty Good from Chris Messina, Pretty Good from Chris Tucker (Plays the very Chris Tucker esque character (so also just pulls more from experience)), Good from Viola Davis (Really commands the scenes she is in, but is not able to go above and beyond like her other movies because of the material is working with), Pretty Good from the rest of the cast), Good Story (Does a good job in not having too many moving parts as it only has a a week or two time period that they dive really deep into; the story is laid out well; it is pretty obvious how much of this story was fabricated (but they were never really trying to go for a based on a true story film so it gets a pass)), Pretty Good to Good Screenplay (The movie does do a decent job at making the vernacular sound very 1980s; the dialogue is kinda over the top at times as it is pretty obvious when the script is going for the commercial or awards scenes shot; the symbolism is a good as it can get for a biopic (like Sonny analyzing Jordan's jump shot); the foreshadowing is surprisingly present and handled well (like the pink shorts for running)), Good Cinematography (Has the feel of a startup-guerilla style documentary at points, but is still polished to that of a big budget movie), Good Sound, Good Editing (Very similar to 80s movies and sports movies of the 80s/90s (like Jerry Maguire)), Good Production Design (Helped give it that 80s vibe), Plot Structure was laid out well as it focuses on a few events and does a really good job at trying to get as much detail from these events as possible, Pacing was incredibly fast (an intentional thing that I really enjoyed) as it mimics the pressure in Nike trying to sign Jordan, Climax was decent to pretty but felt a little over-the-top and more motivational than it needed to be, Tone was very 80s and the movie does do a good job in helping build this with the vernacular/production design/vibes; the movie also has a bit of a startup/business feel with the quick pace and content, I really respect how they never showed Michael Jordan's face of the movie as that would really take away from the real stars (his mother and the people at Nike) and story (how Nike was able to work with the parents to get Jordan to sign); I also really enjoyed how the movie really never took itself too seriously as it felt like the crew wanted to have fun more than win awards. Overall, a very fun watch about the story of how Michael Jordan signed with Nike as the all-star cast really propels the story forward to make this movie very enjoyable, though it really does not go above and beyond in any way as it is a pretty straightforward biopic with cliche writing (which is kinda the point as it felt like this movie wasn't taking itself too seriously as it was just a couple of friends having fun on a project).",2023,04/01/2023,332,tt16419074
The Super Mario Bros Movie,6.5,"Decent Direction (Was able to build the world really well, but was really capped at how much he could move the story forward and really did not go above and beyond in any way (just followed the generic children's animation template)), Good Voice Acting (Pretty Good from Chris Pratt (Better than I expected as the really molded the character to what he was able to do), Good from Anya Taylor-Joy (Embodied the character well and get a lot of the Peach mannerisms), Good to Very Good from Charlie Day (Felt like the character was written very well for him as he was able to use his natural ability to bring Luigi to life), Very Good from Jack Black (The best performance of the movie because it was very evident the amount of effort he put into voicing the role and really was the only choice to play Bowser), Good from Keegan-Michael Key (Portrayed Toad very well), Pretty Good from Seth Rogen (It honestly just felt like Seth Rogen was playing Seth Rogen (which is fine cause I love him) as it did not feel like he was putting that much effort into molding to Donkey Kong), Pretty Good to Good from Fred Armisen, Pretty Good to Good from the rest of the cast), Decent Story (Really stayed true to the stories, but was super short as they tried to create a hero's journey but ultimately just gloss over the journey part), Decent Screenplay (The dialogue was pretty bland overall as it was typical children's movie dialogue (with there being nothing for adults besides nostalgia)); the humor was a miss most of the time as it was just childish humor (which leaves nothing for adults); the allusions to the games were great as it really paid homage to the franchise (especially with the world building and how they moved in it to symbolize Super Mario Bros and Donkey Kong; symbolism and foreshadowing was about what you would expect from a kids movie (so not that much)), Very Good Score (Really liked how they interpolated the original Mario songs into the score); Bad Screenplay (the use of 80s music really felt off throughout the movie as it did not help with establishing tone at all (Peaches was a good/funny song though)), Very Good to Great Sound (Really helped give the original Super Mario Bros feel with they way they used sound), Good Editing, Great Visual Effects (The best part of the movie as it helped provide parallels to the video games with they way they moved throughout the world in a platform style to mimic the original games (and Donkey Kong when during the Mario vs Donkey Kong scene)), Plot Structure was the biggest issue of the movie as it really has no rising action for the Hero's journey (it more starts the journey, has one scene, then goes to the end of the journey); the movie really needed 30 minutes to help establish this rising action as well as establish Mario and Peach's relationship as it kinda feels like an after thought once it is originally introduced, Pacing was steady throughout the movie (it just needed more runtime to help fill the void of missing plot), Climax was very typical of Illumination movies as it is a major battle scene that was pretty predictable (still well animated though), Tone was somewhat set throughout the movie as it was obvious it was going to be a children's movie and they did a good job with having the allusions to the games give it Video Game feel; the major issue with the tone is it has a lot of unnecessary fluff (like the soundtrack) that really take away from having an established tone throughout, The movie does a good job at staying true to the source material with the allusions and writing as there is a nostalgia aspect that helps drive the movie forward. Overall, a decent children's movie that does a good job in staying very true to the games and is carried by its voice cast, but is limited by it being mostly a children's movie (with only nostalgia keeping adults interested) and a very short runtime as the hero's journey really cannot develop (along with the relationship between Mario and Peach).",2023,04/10/2023,333,tt6718170
Renfield,5.9,"Decent Direction (Pretty safe and formulaic in its storytelling and direction of actors, but does a good job in the action sequences), Pretty Bad to Decent Acting (Pretty Good from Nicholas Hoult (Plays the anxious protagonist pretty well and commands the scenes he is in with a sense of charm), Pretty Bad to Decent from Awkwafina (While her performance isn't bad, it is just pretty corny overall (which can kinda be a fault of the script and not her)), Pretty Bad to Decent from Ben Schwartz (It was just hard to believe him as the villain), Good from Nicolas Cage (Really brings to life the character as it seems like this version of Dracula was written for him), Pretty Bad from the rest of the cast), Decent to Pretty Good Story (Even with a short runtime, it feels like most of the narrative was introduced and wrapped up in a succinct manner; the story was a bit predictable however), Pretty Bad Screenplay (The dialogue was incredibly corny and very predictable at parts; the symbolism and message of the movie was kinda shallow and not really that compelling; foreshadowing was pretty standard), Decent Score, Good Cinematography (Especially in the fight scenes), Good Sound, Pretty Good Editing, Good Visual Effects (Kinda cartoony/Video Game-esque but I enjoyed it), Plot Structure was pretty standard and formulaic; the short runtime forces the movie to really follow a boilerplate to progress the story forward, Pacing was incredibly fast because of the short runtime (this then becomes an issue because it does not have time to explore relationships they introduced (like the main love interest); it would have been nice to see 15 minutes added to just slow down the pace), Climax was decent as it was a typical fight scene (but executed well), Tone was very lighthearted (which made the movie not take itself too seriously), The narration really took away from the storytelling and made the movie feel more corny; the action scenes were well choreographed and definitely a plus for the movie for how visual they were. Overall, a movie with memorable performances from Hoult and Cage and well executed action sequences, but has incredibly corny writing and is very formulaic and predictable.",2023,04/17/2023,334,tt11358390
